2023-01-02 09:39:46,927 [Worker-1: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is out-of-date. Trying to update.
2023-01-02 09:39:47,416 [Worker-1: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Updating Gradle version information cache failed. Using outdated cache.
2023-01-02 09:42:10,839 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/glassfish/jersey/archetypes/jersey-quickstart-webapp/3.1.0/jersey-quickstart-webapp-3.1.0.pom
2023-01-02 09:42:11,014 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/glassfish/jersey/archetypes/jersey-quickstart-webapp/3.1.0/jersey-quickstart-webapp-3.1.0.pom
2023-01-02 09:42:11,223 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/glassfish/jersey/archetypes/project/3.1.0/project-3.1.0.pom
2023-01-02 09:42:11,402 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/glassfish/jersey/archetypes/project/3.1.0/project-3.1.0.pom
2023-01-02 09:42:11,566 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/glassfish/jersey/project/3.1.0/project-3.1.0.pom
2023-01-02 09:42:11,937 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/glassfish/jersey/project/3.1.0/project-3.1.0.pom
2023-01-02 09:42:12,123 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/eclipse/ee4j/project/1.0.7/project-1.0.7.pom
2023-01-02 09:42:12,291 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/eclipse/ee4j/project/1.0.7/project-1.0.7.pom
2023-01-02 09:42:12,462 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/glassfish/jersey/archetypes/jersey-quickstart-webapp/3.1.0/jersey-quickstart-webapp-3.1.0.jar
2023-01-02 09:42:12,632 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/glassfish/jersey/archetypes/jersey-quickstart-webapp/3.1.0/jersey-quickstart-webapp-3.1.0.jar
2023-01-02 09:42:49,761 [Worker-17: Launching mavenrun-e0b300d7-67f1-45a4-bc63-f24ea9144acd] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149 [605])
2023-01-02 09:42:49,774 [Worker-17: Launching mavenrun-e0b300d7-67f1-45a4-bc63-f24ea9144acd] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\chandud\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149
2023-01-02 09:42:49,775 [Worker-17: Launching mavenrun-e0b300d7-67f1-45a4-bc63-f24ea9144acd] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\chandud\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149\jars\aether-connector-okhttp-0.17.8.jar
2023-01-02 09:42:49,775 [Worker-17: Launching mavenrun-e0b300d7-67f1-45a4-bc63-f24ea9144acd] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\chandud\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149\jars\commons-cli-1.4.jar
2023-01-02 09:42:49,775 [Worker-17: Launching mavenrun-e0b300d7-67f1-45a4-bc63-f24ea9144acd] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\chandud\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149\jars\commons-io-2.6.jar
2023-01-02 09:42:49,775 [Worker-17: Launching mavenrun-e0b300d7-67f1-45a4-bc63-f24ea9144acd] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\chandud\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149\jars\commons-lang3-3.8.1.jar
2023-01-02 09:42:49,776 [Worker-17: Launching mavenrun-e0b300d7-67f1-45a4-bc63-f24ea9144acd] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\chandud\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149\jars\guice-4.2.2-no_aop.jar
2023-01-02 09:42:49,776 [Worker-17: Launching mavenrun-e0b300d7-67f1-45a4-bc63-f24ea9144acd] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\chandud\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149\jars\jansi-2.4.0.jar
2023-01-02 09:42:49,776 [Worker-17: Launching mavenrun-e0b300d7-67f1-45a4-bc63-f24ea9144acd] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\chandud\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149\jars\maven-artifact-3.8.6.jar
2023-01-02 09:42:49,776 [Worker-17: Launching mavenrun-e0b300d7-67f1-45a4-bc63-f24ea9144acd] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\chandud\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149\jars\maven-builder-support-3.8.6.jar
2023-01-02 09:42:49,776 [Worker-17: Launching mavenrun-e0b300d7-67f1-45a4-bc63-f24ea9144acd] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\chandud\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149\jars\maven-compat-3.8.6.jar
2023-01-02 09:42:49,776 [Worker-17: Launching mavenrun-e0b300d7-67f1-45a4-bc63-f24ea9144acd] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\chandud\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149\jars\maven-core-3.8.6.jar
2023-01-02 09:42:49,777 [Worker-17: Launching mavenrun-e0b300d7-67f1-45a4-bc63-f24ea9144acd] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\chandud\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149\jars\maven-embedder-3.8.6.jar
2023-01-02 09:42:49,777 [Worker-17: Launching mavenrun-e0b300d7-67f1-45a4-bc63-f24ea9144acd] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\chandud\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149\jars\maven-model-3.8.6.jar
2023-01-02 09:42:49,777 [Worker-17: Launching mavenrun-e0b300d7-67f1-45a4-bc63-f24ea9144acd] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\chandud\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149\jars\maven-model-builder-3.8.6.jar
2023-01-02 09:42:49,777 [Worker-17: Launching mavenrun-e0b300d7-67f1-45a4-bc63-f24ea9144acd] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\chandud\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149\jars\maven-plugin-api-3.8.6.jar
2023-01-02 09:42:49,777 [Worker-17: Launching mavenrun-e0b300d7-67f1-45a4-bc63-f24ea9144acd] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\chandud\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149\jars\maven-repository-metadata-3.8.6.jar
2023-01-02 09:42:49,777 [Worker-17: Launching mavenrun-e0b300d7-67f1-45a4-bc63-f24ea9144acd] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\chandud\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149\jars\maven-resolver-api-1.6.3.jar
2023-01-02 09:42:49,777 [Worker-17: Launching mavenrun-e0b300d7-67f1-45a4-bc63-f24ea9144acd] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\chandud\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149\jars\maven-resolver-connector-basic-1.6.3.jar
2023-01-02 09:42:49,778 [Worker-17: Launching mavenrun-e0b300d7-67f1-45a4-bc63-f24ea9144acd] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\chandud\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149\jars\maven-resolver-impl-1.6.3.jar
2023-01-02 09:42:49,778 [Worker-17: Launching mavenrun-e0b300d7-67f1-45a4-bc63-f24ea9144acd] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\chandud\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149\jars\maven-resolver-provider-3.8.6.jar
2023-01-02 09:42:49,778 [Worker-17: Launching mavenrun-e0b300d7-67f1-45a4-bc63-f24ea9144acd] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\chandud\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149\jars\maven-resolver-spi-1.6.3.jar
2023-01-02 09:42:49,778 [Worker-17: Launching mavenrun-e0b300d7-67f1-45a4-bc63-f24ea9144acd] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\chandud\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149\jars\maven-resolver-transport-wagon-1.6.3.jar
2023-01-02 09:42:49,778 [Worker-17: Launching mavenrun-e0b300d7-67f1-45a4-bc63-f24ea9144acd] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\chandud\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149\jars\maven-resolver-util-1.6.3.jar
2023-01-02 09:42:49,778 [Worker-17: Launching mavenrun-e0b300d7-67f1-45a4-bc63-f24ea9144acd] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\chandud\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149\jars\maven-settings-3.8.6.jar
2023-01-02 09:42:49,779 [Worker-17: Launching mavenrun-e0b300d7-67f1-45a4-bc63-f24ea9144acd] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\chandud\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149\jars\maven-settings-builder-3.8.6.jar
2023-01-02 09:42:49,779 [Worker-17: Launching mavenrun-e0b300d7-67f1-45a4-bc63-f24ea9144acd] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\chandud\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149\jars\maven-shared-utils-3.3.4.jar
2023-01-02 09:42:49,779 [Worker-17: Launching mavenrun-e0b300d7-67f1-45a4-bc63-f24ea9144acd] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\chandud\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149\jars\okhttp-3.14.1.jar
